player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_yds,score_p,score_pts,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
marc-olivier-brouillette,Marc-Olivier Brouillette,S/DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marlon-smith,Marlon Smith,DB/DL,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mitchell-white,Mitchell White,DB,1.0,29.0,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nicholas-taylor,Nicholas Taylor,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikolas-lewis,Nikolas Lewis,WR,,,,,,,,,,,,,,,,26.0,10.0,12.0,1.0,40.0,92.0,,,,,,,,,1.0,6.0,1.0,,,,,,
patrick-lavoie,Patrick Lavoie,RB/FB,,,,,,,,,,,,,,,,9.0,1.0,1.0,,,9.0,,,,,,,,,,,,,,,,,
sam-giguere,Sam Giguere,WR,,,,,,,,,,,,,,,,12.0,3.0,7.0,,6.0,33.0,,,,,,,,,,,,,,,,,
stefan-logan,Stefan Logan,RB,,,,1.0,1.0,,,,,,,,,,,-3.0,1.0,1.0,,-3.0,-3.0,19.0,3.0,,,31.0,2.0,5.0,6.0,,,,,,,,,
travon-van,Travon Van,RB,,,,,,,,,,,,,,,,13.0,2.0,4.0,,13.0,13.0,,,,,,11.0,11.0,63.0,,,,,,,,,
trevor-harris,Trevor HARRIS,QB,,,,,,,,40.0,27.0,,41.0,4.0,2.0,1.0,282.0,,,,,,,,,,,,4.0,1.0,2.0,,,,,,,,,
tristan-jackson,Tristan Jackson,DB,,,,,,,,,,,,,,,,,,,,,,21.0,4.0,,,39.0,,,,,,,,,,,,
tyrell-sutton,Tyrell Sutton,RB,,,,1.0,1.0,,,,,,,,,,,3.0,1.0,1.0,,2.0,3.0,,,,,,10.0,27.0,71.0,,,,,,,,,
vernon-adams,Vernon Adams,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
winston-venable,Winston Venable,LB,,,1.0,9.0,9.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zack-evans,Zack Evans,DB/DL,,,1.0,1.0,1.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zack-medeiros,Zack Medeiros,K,,,,,,,,,,,,,,,,,,,,,,57.0,3.0,3.0,31.0,163.0,,,,,,,,,,,,
