player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_conv,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
kevin-haynes,Kevin Haynes,LB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
korey-toomer,Korey Toomer,DB/LB,,,1.0,1.0,1.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kurleigh-gittens-jr,Kurleigh GITTENS JR.,WR,,,,,,,,,,,,,,,,10.0,1.0,1.0,,,10.0,10.0,1.0,,,10.0,,,,,,,,,,,,,,,
lemar-durant,Lemar Durant,WR,,,,,,,,,,,,,,,,1.0,1.0,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
maleki-harris,Maleki Harris,LB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mario-villamizar,Mario Villamizar,FB/RB,,,,,,,,,,,,,,,,4.0,1.0,1.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,
mcleod-bethel-thompson,McLeod Bethel-Thompson,QB,,,,,,,,14.0,9.0,,,9.0,1.0,1.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,
mike-reilly,Mike Reilly,QB,,,,,,,,27.0,21.0,,38.0,,,5.0,276.0,,,,,,,,,,,,2.0,10.0,,10.0,,,,,,,,,,,
nakas-onyeka,Nakas Onyeka,LB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qudarius-ford,Qudarius Ford,DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rashaun-simonise,Rashaun Simonise,WR,,,,,,,,,,,,,,,,9.0,1.0,2.0,,3.0,9.0,,,,,,,,,,,,,,,,,,,,
rodney-smith,Rodney Smith,WR,,,,,,,,,,,,,,,,25.0,3.0,4.0,,27.0,47.0,,,,,,,,,,,,,,,,,,,,
ronnie-pfeffer,Ronnie Pfeffer,K,,,,,,,,,,,,,,,,,,,,,,55.0,7.0,7.0,50.0,343.0,,,,,,,,,,,,,,,
ryan-lankford,Ryan Lankford,WR,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,,,50.0,,,,,,,,,,,,,,,
sj-green,S.J. Green,WR,,,,1.0,1.0,,,,,,,,,,,5.0,1.0,4.0,,,5.0,,,,,,,,,,,,,,,,,,,,
sean-mcewen,Sean McEwen,OL,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sergio-castillo,Sergio CASTILLO,K,,,,,,,,,,,,,,,,,,,,,,69.0,8.0,8.0,103.0,495.0,,,,,,,13.0,,,2.0,2.0,21.0,13.0,7.0,7.0
shaquille-johnson,Shaquille Johnson,WR,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,21.0,,,,,,,,,,,1.0,6.0,,1.0,,,,,,
shawn-lemon,Shawn Lemon,DE/DL/DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tj-lee,T.J. Lee,DB,1.0,11.0,,3.0,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trumaine-washington,Trumaine Washington,DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyler-crapigna,Tyler Crapigna,K,,,,,,,,,,,,,,,,,,,,,,57.0,2.0,2.0,17.0,67.0,,,,,,,,,,,,,,,
wayne-moore,Wayne Moore,RB,,,,,,,,,,,,,,,,7.0,1.0,1.0,,4.0,7.0,,,,,,,,,,,,,,,,,,,,
