player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_yds,score_p,score_pts,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
davon-coleman,Davon Coleman,DT/DB,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dominique-ellis,Dominique Ellis,DB,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drew-willy,Drew Willy,QB,,,,,,,,35.0,25.0,1.0,57.0,22.0,5.0,1.0,281.0,,,,,,,,,,,,3.0,8.0,10.0,,,,,,,,,
dyshawn-davis,Dyshawn Davis,LB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emmanuel-arceneaux,Emmanuel Arceneaux,WR/SB,,,,,,,,,,,,,,,,18.0,4.0,5.0,,19.0,41.0,,,,,,,,,,,,,,,,,
ernest-jackson,Ernest Jackson,WR,,,,,,,,,,,,,,,,54.0,3.0,5.0,,35.0,73.0,,,,,,,,,,,,,,,,,
eugene-lewis,Eugene LEWIS,WR,,,,1.0,1.0,,,,,,,,,,,14.0,2.0,3.0,1.0,20.0,23.0,,,,,,1.0,3.0,3.0,1.0,6.0,1.0,,,,,,
fabion-foote,Fabion Foote,DB/DL,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gabriel-knapton,Gabriel Knapton,DE/DB,,,1.0,4.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garry-peters,Garry Peters,DB,1.0,2.0,,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
henoc-muamba,Henoc Muamba,LB,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jabar-westerman,Jabar Westerman,DB/DL,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jamaal-westerman,Jamaal Westerman,DE/DB,,,1.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeremiah-johnson,Jeremiah Johnson,S/CB/DB,,,,,,,,,,,,,,,,5.0,2.0,2.0,,4.0,4.0,,,,,,10.0,18.0,52.0,,,,,,,,,
jermaine-robinson,Jermaine Robinson,DB,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jonathon-jennings,Jonathon Jennings,QB,,,,,,,,24.0,20.0,,,1.0,2.0,2.0,183.0,,,,,,,,,,,,9.0,21.0,57.0,,,,,,,,,
junior-luke,Junior Luke,DB/DL,,,1.0,2.0,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marcell-young,Marcell Young,DB,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mitch-barnett,Mitch Barnett,LB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odell-willis,Odell Willis,DE/DB,,,1.0,2.0,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otha-foster,Otha Foster,DB/LB,,,1.0,5.0,5.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patrick-lavoie,Patrick Lavoie,RB/FB,,,,,,,,,,,,,,,,8.0,2.0,3.0,,5.0,16.0,,,,,,,,,,,,,,,,,
ricky-collins,Ricky Collins,WR,,,,,,,,,,,,,,,,13.0,2.0,2.0,,2.0,17.0,,,,,,,,,,,,,,,,,
ryder-stone,Ryder Stone,RB,,,,,,,,,,,,,,,,,,,,,,24.0,2.0,,,40.0,,,,,,,,,,,,
shaquille-johnson,Shaquille Johnson,WR,,,,,,,,,,,,,,,,,2.0,2.0,1.0,16.0,46.0,,,,,,,,,1.0,6.0,1.0,,,,,,
solomon-elimimian,Solomon Elimimian,LB,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stefan-logan,Stefan Logan,RB,,,,,,,,,,,,,,,,3.0,3.0,3.0,,-3.0,-1.0,16.0,1.0,,,16.0,,,,,,,,,,,,
tj-lee,T.J. Lee,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tommie-campbell,Tommie Campbell,DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ty-long,Ty Long,K,,,,,,,,,,,,,,,,,,,,,,63.0,3.0,3.0,56.0,176.0,,,,,10.0,,2.0,2.0,30.0,8.0,2.0,2.0
tyquwan-glass,Tyquwan Glass,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyrell-sutton,Tyrell Sutton,RB,,,,,,,,,,,,,,,,13.0,5.0,6.0,,31.0,31.0,,,,,,15.0,9.0,65.0,,,,,,,,,
ventral-mcmillan,Ventral McMillan,DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
woody-baron,Woody Baron,DB/DL,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
