player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_conv,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
dominique-rhymes,Dominique RHYMES,WR,,,,,,,,,,,,,,,,20.0,2.0,7.0,,9.0,35.0,,,,,,,,,,,,,,,,,,,,
duron-carter,Duron Carter,DB,,,,,,,,,,,,,,,,14.0,5.0,5.0,,11.0,51.0,,,,,,,,,,,,,,,,,,,,
ed-gainey,Ed Gainey,DB,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ettore-lattanzio,Ettore Lattanzio,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greg-ellingson,Greg Ellingson,WR,,,,,,,,,,,,,,,,19.0,4.0,5.0,,4.0,52.0,,,,,,,,,,,,,,,,,,,,
henoc-muamba,Henoc Muamba,LB,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jake-harty,Jake Harty,WR,,,,1.0,1.0,,,,,,,,,,,8.0,2.0,3.0,,8.0,13.0,,,,,,,,,,,,,,,,,,,,
jeff-hecht,Jeff Hecht,DB,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
jeff-knox-jr,Jeff Knox Jr.,LB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jonathan-rose,Jonathan Rose,DB,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
josh-bartel,Josh Bartel,P/K,,,,,,,,,,,,,,,,,,,,,,48.0,7.0,5.0,49.0,263.0,,,,,,,,,,,,,,,
joshua-stanford,Joshua Stanford,WR,,,,,,,,,,,,,,,,10.0,1.0,1.0,,2.0,10.0,,,,,,,,,,,,,,,,,,,,
joshua-stangby,Joshua Stangby,WR,,,,,,,,,,,,,,,,8.0,1.0,2.0,,,8.0,9.0,1.0,,,9.0,,,,,,,,,,,,,,,
jovon-johnson,Jovon Johnson,DB,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juron-criner,Juron Criner,WR,,,,1.0,1.0,,,,,,,,,,,21.0,11.0,18.0,1.0,26.0,102.0,,,,,,,,,,1.0,1.0,8.0,,1.0,,,,,,
kacy-rodgers,Kacy Rodgers,DB,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kevin-brown,Kevin BROWN,RB,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kevin-glenn,Kevin Glenn,QB,,,,,,,,28.0,18.0,,44.0,,,1.0,252.0,,,,,,,,,,,,3.0,7.0,1.0,10.0,,,6.0,1.0,1.0,,,,,,
kienan-lafrance,Kienan LaFrance,RB,,,,,,,,,,,,,,,,19.0,4.0,5.0,,31.0,35.0,,,,,,4.0,4.0,,10.0,,,,,,,,,,,
makana-henry,Makana Henry,DL/DB,,,1.0,2.0,2.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marcus-thigpen,Marcus Thigpen,RB,,,,,,,,,,,,,,,,,,,,,,21.0,2.0,,,38.0,15.0,,1.0,169.0,,,6.0,1.0,1.0,,,,,,
mike-edem,Mike Edem,DB/S,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naaman-roosevelt,Naaman Roosevelt,WR,,,,,,,,,,,,,,,,26.0,4.0,6.0,,9.0,55.0,,,,,,,,,,,,,,,,,,,,
nicholas-taylor,Nicholas Taylor,DB,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patrick-lavoie,Patrick Lavoie,FB/RB,,,,,,,,,,,,,,,,6.0,1.0,2.0,,4.0,6.0,,,,,,,,,,,,,,,,,,,,
rakim-cox,Rakim Cox,DE/DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryan-lindley,Ryan Lindley,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,4.0,,,,,,,,,,,
samuel-eguavoen,Samuel Eguavoen,LB,1.0,22.0,,2.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sherrod-baltimore,Sherrod Baltimore,DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taylor-reed,Taylor Reed,LB,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tobi-antigha,Tobi Antigha,LB/DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trevor-harris,Trevor HARRIS,QB,,,,,,,,60.0,37.0,2.0,,15.0,2.0,2.0,457.0,,,,,,,,,,,,1.0,4.0,,4.0,,,,,,,,,,,
tyler-crapigna,Tyler Crapigna,K,,,,,,,,,,,,,,,,,,,,,,62.0,5.0,5.0,107.0,295.0,,,,,,,7.0,,,1.0,1.0,31.0,7.0,4.0,4.0
vernon-adams,Vernon Adams,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,3.0,,,6.0,1.0,1.0,,,,,,
william-powell,William Powell,RB,,,,1.0,1.0,,,,,,,,,,,8.0,5.0,7.0,,10.0,27.0,,,,,,8.0,15.0,,50.0,,,,,,,,,,,
willie-jefferson,Willie Jefferson,DE/DL/DB,,,1.0,2.0,2.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zack-evans,Zack Evans,DL/DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
