player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_td,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_ir,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
greg-ellingson,Greg Ellingson,WR,,,,,,,,,,,,,,,,,,2.0,5.0,1.0,1.0,13.0,,,,,,,,,,,1.0,6.0,,1.0,,,,,,
henoc-muamba,Henoc Muamba,LB,1.0,17.0,,2.0,,2.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jake-harty,Jake Harty,WR,,,,,,,,,,,,,,,,,25.0,4.0,4.0,,5.0,45.0,,,,,,,,,,,,,,,,,,,,
jeff-hecht,Jeff Hecht,DB,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeff-knox-jr,Jeff Knox Jr.,LB,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jerrell-gavins,Jerrell Gavins,DB,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jonathan-newsome,Jonathan Newsome,DE/DL/DB,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jonathan-rose,Jonathan Rose,DB,1.0,5.0,,2.0,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
josh-bartel,Josh Bartel,P/K,,,,,,,,,,,,,,,,,,,,,,,54.0,3.0,3.0,23.0,133.0,,,,,,,,,,,,,,,
jovon-johnson,Jovon Johnson,DB,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juron-criner,Juron Criner,WR,,,,,,,,,,,,,,,,,28.0,2.0,4.0,,8.0,42.0,,,,,,,,,,,,,,,,,,,,
kevin-brown,Kevin BROWN,RB,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kevin-glenn,Kevin Glenn,QB,,,,,,,,,39.0,29.0,2.0,50.0,12.0,2.0,2.0,387.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
kienan-lafrance,Kienan LaFrance,RB,,,,,,,,,,,,,,,,,9.0,3.0,3.0,1.0,21.0,23.0,,,,,,7.0,6.0,,12.0,,1.0,6.0,,1.0,,,,,,
makana-henry,Makana Henry,DL/DB,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marc-olivier-brouillette,Marc-Olivier Brouillette,DB/S,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mike-edem,Mike Edem,DB/S,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naaman-roosevelt,Naaman Roosevelt,WR,,,,,,,,,,,,,,,,,11.0,3.0,5.0,,8.0,29.0,,,,,,,,,,,,,,,,,,,,
patrick-lavoie,Patrick Lavoie,FB/RB,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
quincy-mcduffie,Quincy McDuffie,WR,,,,,,,,,,,,,,,,,,,,,,,26.0,5.0,,,102.0,,,,,,,,,,,,,,,
rob-bagg,Rob Bagg,WR,,,,,,,,,,,,,,,,,11.0,2.0,3.0,,7.0,22.0,,,,,,,,,,,,,,,,,,,,
ryan-lindley,Ryan Lindley,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,4.0,,,6.0,1.0,1.0,,,,,,
serderius-bryant,Serderius Bryant,LB,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sherrod-baltimore,Sherrod Baltimore,DB,,,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spencer-moore,Spencer Moore,FB/WR,,,,,,,,,,,,,,,,,11.0,2.0,2.0,,8.0,15.0,,,,,,,,,,,,,,,,,,,,
taylor-reed,Taylor Reed,LB,,,1.0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tobi-antigha,Tobi Antigha,LB/DB,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trent-richardson,Trent Richardson,RB,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,2.0,2.0,,,,,,14.0,15.0,,60.0,,,,,,,,,,,
trevor-harris,Trevor HARRIS,QB,,,,,,,,,33.0,17.0,1.0,36.0,,,2.0,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,
tyler-crapigna,Tyler Crapigna,K,,,,,,,,,,,,,,,,,,,,,,,69.0,5.0,5.0,102.0,300.0,,,,,,,20.0,,,6.0,6.0,35.0,20.0,2.0,2.0
william-powell,William Powell,RB,,,,,,,,,,,,,,,,,12.0,4.0,5.0,,12.0,14.0,,,,,,10.0,10.0,,58.0,,,,,,,,,,,
winston-rose,Winston Rose,DB,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zack-evans,Zack Evans,DL/DB,,,1.0,2.0,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
