player_id,player_name,positions,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
allan-michel,Allan Michel,P,,1.0,,1.0,1.0,,,,,,,2.0,1.0,55.0,4.0
amir-kaghazwala,Amir Kaghazwala,P,1.0,,,17.0,20.0,,,,,,,21.0,2.0,135.0,47.0
anders-juengst,Anders Juengst,P,9.0,1.0,,201.0,183.0,3.0,17.0,11.0,4.0,,,195.0,10.0,981.0,1059.0
andres-rodriguez,Andres Rodriguez,P,2.0,2.0,,38.0,36.0,1.0,4.0,2.0,,,,38.0,2.0,116.0,146.0
andrew-thompson,Andrew  Thompson,P,6.0,2.0,,39.0,49.0,1.0,2.0,3.0,1.0,2.0,,55.0,4.0,62.0,265.0
andrew-li,Andrew Li,P,0.0,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0
andrew-mckelvey,Andrew McKelvey,P,1.0,3.0,1.0,17.0,14.0,,5.0,2.0,,1.0,,19.0,5.0,305.0,67.0
andrew-meshnick,Andrew Meshnick,P,3.0,9.0,2.0,48.0,41.0,,8.0,4.0,1.0,,,46.0,5.0,370.0,198.0
andrew-padula,Andrew Padula,P,,7.0,,37.0,35.0,1.0,5.0,5.0,,,,37.0,4.0,161.0,229.0
andrew-roy,Andrew Roy,P,20.0,1.0,,385.0,457.0,,5.0,22.0,2.0,,1.0,467.0,9.0,806.0,3082.0
andrew-sjogren,Andrew Sjogren,P,11.0,2.0,,184.0,156.0,3.0,25.0,20.0,3.0,,,163.0,6.0,2293.0,668.0
andrew-thai,Andrew Thai,P,,,,9.0,8.0,1.0,1.0,2.0,,,,8.0,,53.0,31.0
andrew-vande-berg,Andrew Vande Berg,P,1.0,2.0,,10.0,9.0,1.0,1.0,2.0,,6.0,,9.0,,115.0,15.0
angelo-olcese,Angelo Olcese,P,,1.0,,7.0,3.0,,4.0,,,,,4.0,1.0,103.0,2.0
anson-reppermund,Anson Reppermund,P,12.0,3.0,,187.0,159.0,7.0,14.0,13.0,3.0,,1.0,172.0,11.0,2297.0,790.0
anthony-gutowsky,Anthony Gutowsky,P,6.0,2.0,1.0,87.0,49.0,1.0,34.0,3.0,0.0,,,54.0,5.0,1481.0,201.0
anthony-prato,Anthony Prato,P,,,,20.0,21.0,1.0,1.0,2.0,,17.0,,23.0,1.0,42.0,43.0
antoine-davis,Antoine Davis,P,1.0,7.0,,32.0,26.0,1.0,6.0,1.0,,,,26.0,,436.0,97.0
antoine-dube,Antoine Dubé,P,2.0,5.0,,25.0,17.0,1.0,6.0,1.0,1.0,1.0,,19.0,2.0,348.0,105.0
antoine-rousseau,Antoine Rousseau,P,6.0,1.0,,111.0,135.0,2.0,2.0,8.0,3.0,24.0,,147.0,9.0,212.0,1112.0
antonio-rueda,Antonio Rueda,P,5.0,6.0,,119.0,124.0,1.0,4.0,7.0,,,,131.0,7.0,486.0,516.0
asher-lantz,Asher Lantz,P,2.0,7.0,,27.0,27.0,1.0,3.0,3.0,,4.0,,29.0,2.0,370.0,80.0
atkin-arnstein,Atkin Arnstein,P,,5.0,,13.0,11.0,,1.0,1.0,,,,13.0,2.0,151.0,33.0
austin-johnson,Austin Johnson,P,,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0
austin-kelly,Austin Kelly,P,9.0,1.0,,104.0,107.0,1.0,3.0,8.0,4.0,1.0,,118.0,9.0,576.0,976.0
austin-lillis,Austin Lillis,P,,1.0,,16.0,13.0,,2.0,2.0,,10.0,,14.0,1.0,93.0,13.0
austin-taylor,Austin Taylor,WR/P,35.0,,,316.0,378.0,1.0,8.0,30.0,23.0,1.0,,396.0,16.0,909.0,3077.0
avery-johnson,Avery Johnson,P,9.0,0.0,,95.0,84.0,2.0,10.0,8.0,,,,85.0,1.0,974.0,241.0
avi-taylor,Avi Taylor,P,1.0,2.0,1.0,15.0,13.0,,2.0,1.0,,,,15.0,1.0,128.0,51.0
axel-agami,Axel Agami,P,4.0,2.0,,34.0,34.0,,2.0,3.0,,,,37.0,2.0,136.0,115.0
becker-mathie,Becker Mathie,P,2.0,1.0,,107.0,112.0,1.0,2.0,5.0,,,,118.0,5.0,264.0,519.0
ben-ashton,Ben Ashton,P,4.0,4.0,,43.0,35.0,,5.0,4.0,2.0,,,40.0,4.0,514.0,301.0
ben-close,Ben Close,P,4.0,3.0,,46.0,46.0,,5.0,2.0,,5.0,,48.0,2.0,462.0,207.0
ben-hoffman,Ben Hoffman,P,3.0,4.0,,26.0,23.0,,3.0,3.0,1.0,3.0,,24.0,1.0,194.0,140.0
ben-jagt,Ben Jagt,P,10.0,16.0,1.0,95.0,72.0,1.0,18.0,11.0,2.0,127.0,,84.0,10.0,1441.0,569.0
ben-katz,Ben Katz,P,10.0,8.0,,68.0,102.0,1.0,6.0,11.0,,,,112.0,9.0,123.0,809.0
ben-landry,Ben Landry,P,6.0,4.0,,234.0,221.0,2.0,13.0,17.0,3.0,,1.0,237.0,15.0,1319.0,1306.0
ben-levinsky,Ben Levinsky,P,3.0,1.0,,31.0,25.0,,2.0,1.0,2.0,35.0,,28.0,3.0,221.0,165.0
ben-levy,Ben Levy,P,2.0,,,19.0,22.0,,,,1.0,,,23.0,,11.0,167.0
ben-lewis,Ben Lewis,P,18.0,9.0,,149.0,117.0,5.0,23.0,9.0,2.0,,,127.0,11.0,2123.0,365.0
ben-price,Ben Price,P,9.0,2.0,,108.0,126.0,2.0,5.0,11.0,3.0,6.0,,137.0,10.0,569.0,847.0
ben-rogers,Ben Rogers,P,1.0,2.0,,2.0,4.0,,,2.0,,,,4.0,,18.0,-23.0
ben-snell,Ben Snell,P/RB,3.0,,,48.0,66.0,,3.0,3.0,2.0,1.0,,70.0,4.0,67.0,376.0
ben-thoennes,Ben Thoennes,P,2.0,2.0,,31.0,28.0,1.0,3.0,4.0,2.0,16.0,,35.0,7.0,300.0,281.0
benjamin-preiss,Benjamin Preiss,P,15.0,4.0,,118.0,105.0,4.0,11.0,4.0,3.0,,,114.0,6.0,805.0,696.0
benjamin-sadok,Benjamin Sadok,P,17.0,2.0,,202.0,243.0,1.0,8.0,11.0,4.0,,,258.0,14.0,951.0,1992.0
billy-obryan,Billy O\'Bryan,P,9.0,4.0,1.0,53.0,62.0,,3.0,10.0,5.0,26.0,,71.0,8.0,124.0,606.0
biz-schlaefer,Biz Schlaefer,P,2.0,0.0,,15.0,15.0,,1.0,1.0,0.0,11.0,0.0,17.0,2.0,59.0,67.0
blake-krapfl,Blake Krapfl,P,,,,5.0,4.0,,,2.0,,,,5.0,,15.0,37.0
bobby-ley,Bobby Ley,P,28.0,3.0,,325.0,354.0,,7.0,23.0,21.0,,,371.0,16.0,768.0,2691.0
braden-eberhard,Braden Eberhard,P,4.0,3.0,,54.0,69.0,,3.0,9.0,2.0,2.0,,72.0,3.0,252.0,452.0
bradley-fleming,Bradley Fleming,P,3.0,3.0,1.0,23.0,25.0,,3.0,1.0,,,,26.0,1.0,146.0,105.0
bradley-seuntjens,Bradley Seuntjens,P,2.0,7.0,,31.0,46.0,,3.0,5.0,,1.0,,33.0,2.0,210.0,156.0
brandon-adibe,Brandon Adibe,P,1.0,,,8.0,5.0,2.0,1.0,,,,,7.0,2.0,137.0,34.0
brandon-dial,Brandon Dial,P,3.0,5.0,,32.0,28.0,1.0,5.0,2.0,,,,29.0,1.0,184.0,154.0
brandon-fein,Brandon Fein,P,3.0,6.0,1.0,43.0,55.0,,5.0,7.0,1.0,79.0,,58.0,2.0,65.0,356.0
brandon-lamberty,Brandon Lamberty,P,2.0,2.0,,32.0,31.0,,4.0,5.0,1.0,22.0,,35.0,3.0,118.0,225.0
brandon-lin,Brandon Lin,P,4.0,5.0,,81.0,60.0,1.0,12.0,5.0,3.0,1.0,,74.0,11.0,858.0,383.0
brandon-malecek,Brandon Malecek,P,1.0,,,51.0,64.0,1.0,,2.0,2.0,,,72.0,8.0,130.0,489.0
brandon-matis,Brandon Matis,P,4.0,5.0,,28.0,22.0,,3.0,2.0,1.0,2.0,,24.0,2.0,497.0,135.0
brandon-pastor,Brandon Pastor,P,3.0,2.0,,65.0,59.0,,6.0,5.0,2.0,,,63.0,2.0,476.0,222.0
brandon-van-deusen,Brandon Van Deusen,P,25.0,6.0,,390.0,466.0,2.0,17.0,29.0,13.0,,,482.0,13.0,766.0,3648.0
brendan-adams,Brendan Adams,P,9.0,4.0,1.0,160.0,175.0,,11.0,8.0,5.0,19.0,1.0,196.0,17.0,649.0,1047.0
brendan-mccann,Brendan McCann,P,9.0,5.0,,73.0,92.0,1.0,4.0,5.0,3.0,92.0,,103.0,7.0,235.0,614.0
brenden-gessner,Brenden Gessner,P,1.0,0.0,,26.0,24.0,,2.0,2.0,1.0,,,24.0,,171.0,100.0
bret-bergmeier,Bret Bergmeier,P,12.0,8.0,1.0,100.0,94.0,,12.0,10.0,6.0,3.0,,102.0,7.0,865.0,790.0
brett-hulsmeyer,Brett Hulsmeyer,P,22.0,17.0,,251.0,238.0,3.0,18.0,16.0,5.0,9.0,,254.0,14.0,2645.0,1380.0
bretton-tan,Bretton Tan,P,,3.0,0.0,15.0,13.0,,4.0,,,,,13.0,0.0,124.0,85.0
brian-gfroerer,Brian Gfroerer,P,,,,42.0,36.0,,1.0,1.0,1.0,,,42.0,5.0,192.0,107.0
brian-hart,Brian Hart,P,1.0,1.0,,71.0,67.0,,5.0,3.0,1.0,,,69.0,2.0,256.0,244.0
brian-stout,Brian Stout,P,,4.0,,24.0,20.0,1.0,6.0,,,2.0,,20.0,1.0,403.0,44.0
brooks-wallace,Brooks Wallace,P,10.0,11.0,,166.0,144.0,1.0,12.0,13.0,10.0,0.0,,169.0,21.0,1462.0,1100.0
bryan-vohnoutka,Bryan Vohnoutka,P,15.0,6.0,1.0,192.0,163.0,3.0,23.0,17.0,4.0,1.0,,170.0,8.0,2092.0,824.0
bryan-walsh,Bryan Walsh,P,16.0,2.0,,377.0,401.0,,2.0,15.0,14.0,,3.0,435.0,28.0,810.0,2022.0
bryce-lozinski,Bryce Lozinski,P,15.0,1.0,,180.0,211.0,,7.0,13.0,3.0,2.0,,220.0,10.0,982.0,1199.0
cj-colicchio,CJ Colicchio,P,14.0,1.0,,123.0,109.0,3.0,11.0,12.0,,13.0,,113.0,4.0,1458.0,530.0
cade-white,Cade White,P,,3.0,,14.0,10.0,2.0,3.0,1.0,,,,11.0,1.0,237.0,-3.0
caden-sigerud,Caden Sigerud,P,2.0,5.0,,51.0,50.0,2.0,5.0,4.0,1.0,,,50.0,0.0,456.0,226.0
caeden-newby,Caeden Newby,P,,,,4.0,5.0,,1.0,,,,,5.0,,31.0,36.0
caelan-mcsweeney,Caelan McSweeney,P,6.0,1.0,,174.0,205.0,2.0,2.0,15.0,6.0,,,213.0,7.0,420.0,1444.0
cal-tornabene,Cal Tornabene,P,1.0,2.0,,27.0,24.0,1.0,4.0,4.0,,,,27.0,4.0,354.0,104.0
caleb-campbell,Caleb Campbell,P,1.0,,,16.0,14.0,,,1.0,,,,16.0,2.0,119.0,39.0
caleb-dixon,Caleb Dixon,P,5.0,5.0,,60.0,59.0,,4.0,4.0,2.0,,,63.0,3.0,370.0,482.0
caleb-enright,Caleb Enright,P,,5.0,,29.0,23.0,1.0,2.0,3.0,1.0,,,28.0,5.0,287.0,168.0
caleb-stanish,Caleb Stanish,P,1.0,2.0,,11.0,11.0,1.0,,1.0,,,,11.0,,99.0,53.0
calvin-brown,Calvin Brown,P,2.0,1.0,,19.0,20.0,,2.0,2.0,1.0,6.0,,26.0,4.0,140.0,167.0
calvin-stoughton,Calvin Stoughton,P,3.0,1.0,,50.0,40.0,1.0,9.0,3.0,1.0,,1.0,43.0,2.0,520.0,208.0
cam-albin,Cam Albin,P,4.0,,,60.0,55.0,1.0,5.0,2.0,1.0,,,55.0,,517.0,227.0
cam-copeland,Cam Copeland,P,2.0,,,11.0,10.0,,,,2.0,8.0,,12.0,2.0,93.0,117.0
camden-mah,Camden Mah,P,2.0,,,3.0,3.0,,,,,,,3.0,,22.0,18.0
cameron-brock,Cameron Brock,P,15.0,,,275.0,233.0,,30.0,16.0,,,,246.0,11.0,2636.0,934.0
cameron-lacy,Cameron Lacy,P,2.0,4.0,,19.0,20.0,,1.0,2.0,2.0,51.0,,23.0,3.0,51.0,200.0
carl-johnson,Carl Johnson,WR/P,13.0,10.0,,140.0,100.0,1.0,39.0,10.0,7.0,,,107.0,5.0,2096.0,663.0
carson-chamberlain,Carson Chamberlain,P,11.0,7.0,,162.0,131.0,6.0,24.0,11.0,,,,139.0,7.0,2226.0,440.0
carter-hawkins,Carter Hawkins,P,9.0,,,120.0,127.0,,2.0,6.0,2.0,,,133.0,4.0,358.0,834.0
carter-rae,Carter Rae,P,15.0,3.0,1.0,139.0,157.0,,4.0,9.0,5.0,6.0,,161.0,4.0,309.0,1172.0
casey-wu,Casey Wu,P,2.0,1.0,,81.0,54.0,,21.0,6.0,,,,60.0,6.0,1000.0,173.0
cavin-coulbury,Cavin Coulbury,P,1.0,,,48.0,45.0,,1.0,1.0,,,,49.0,4.0,94.0,249.0
chad-yorgason,Chad Yorgason,P,14.0,8.0,1.0,80.0,73.0,1.0,14.0,4.0,4.0,14.0,,77.0,4.0,766.0,608.0
charles-guay,Charles Guay,P,,1.0,,13.0,13.0,1.0,1.0,,1.0,,,14.0,1.0,108.0,72.0
charles-weinberg,Charles Weinberg,P,10.0,4.0,,191.0,172.0,2.0,10.0,19.0,5.0,,,183.0,11.0,1542.0,770.0
charlie-furse,Charlie Furse,P,3.0,3.0,,41.0,36.0,,4.0,3.0,,12.0,,39.0,2.0,196.0,164.0
charlie-mccutcheon,Charlie McCutcheon,P,3.0,2.0,,38.0,33.0,,3.0,3.0,,,1.0,33.0,,236.0,38.0
charlie-vukovic,Charlie Vukovic,P,8.0,10.0,,40.0,37.0,1.0,5.0,3.0,2.0,61.0,,40.0,3.0,643.0,413.0
chris-bartoli,Chris Bartoli,P,3.0,9.0,,24.0,20.0,1.0,7.0,1.0,,,,22.0,2.0,451.0,73.0
chris-casella,Chris Casella,P,2.0,2.0,,29.0,35.0,,5.0,,1.0,2.0,,42.0,5.0,183.0,177.0
chris-chan,Chris Chan,P,,1.0,,11.0,14.0,1.0,,1.0,,,,16.0,1.0,44.0,73.0
chris-cogswell,Chris Cogswell,P,1.0,2.0,,14.0,11.0,4.0,,1.0,,,,13.0,2.0,116.0,31.0
chris-ellis,Chris Ellis,P,3.0,2.0,,44.0,55.0,1.0,,3.0,4.0,1.0,,59.0,4.0,-11.0,385.0
chris-graber,Chris Graber,P,2.0,3.0,,20.0,14.0,0.0,6.0,2.0,,,,14.0,0.0,462.0,6.0
chris-lung,Chris Lung,P,18.0,6.0,,201.0,221.0,1.0,13.0,16.0,9.0,1.0,,237.0,14.0,1009.0,2142.0
chris-mazur,Chris Mazur,P,10.0,1.0,,65.0,85.0,,,1.0,4.0,58.0,,95.0,8.0,121.0,683.0
chris-roach,Chris Roach,P,9.0,10.0,,45.0,32.0,3.0,8.0,1.0,2.0,55.0,1.0,43.0,9.0,472.0,413.0
chris-walsh,Chris Walsh,P,3.0,0.0,,20.0,25.0,1.0,1.0,0.0,1.0,,,31.0,3.0,94.0,162.0
chris-wohl,Chris Wohl,P,,,,2.0,2.0,,,,,,,2.0,,8.0,14.0
christian-boxley,Christian Boxley,P,12.0,2.0,,227.0,194.0,,23.0,28.0,,,,204.0,10.0,2159.0,718.0
christian-johnson,Christian Johnson,P,4.0,2.0,,42.0,34.0,2.0,2.0,3.0,0.0,,,41.0,4.0,412.0,288.0
christian-olsen,Christian Olsen,P,10.0,3.0,,254.0,292.0,2.0,18.0,24.0,3.0,,1.0,299.0,9.0,878.0,1914.0
christian-parker,Christian Parker,P,1.0,1.0,,20.0,18.0,,1.0,1.0,1.0,5.0,,22.0,3.0,95.0,194.0
christophe-tremblay-joncas,Christophe Tremblay-Joncas,P,9.0,11.0,,147.0,129.0,1.0,11.0,13.0,7.0,61.0,1.0,147.0,16.0,1325.0,1070.0
christopher-zaleski,Christopher Zaleski,P,,,,1.0,1.0,,,,,,,1.0,,15.0,7.0
clark-wang,Clark Wang,P,2.0,3.0,,25.0,26.0,1.0,,3.0,1.0,,,31.0,5.0,135.0,275.0
cliff-ressel,Cliff Ressel,P,1.0,1.0,,8.0,4.0,1.0,3.0,,1.0,,,5.0,1.0,157.0,63.0
clint-mcsherry,Clint McSherry,P,21.0,2.0,,210.0,242.0,1.0,7.0,15.0,7.0,4.0,,259.0,13.0,324.0,2460.0
cody-spicer,Cody Spicer,P,16.0,9.0,,109.0,143.0,,6.0,14.0,6.0,,,151.0,8.0,279.0,916.0
cole-davis-brand,Cole Davis-Brand,P,14.0,2.0,,237.0,248.0,1.0,8.0,21.0,4.0,1.0,,265.0,16.0,1053.0,1460.0
cole-eustis,Cole Eustis,P,2.0,3.0,,40.0,47.0,1.0,2.0,1.0,,6.0,,49.0,2.0,219.0,303.0
cole-jurek,Cole Jurek,P,11.0,1.0,,184.0,167.0,3.0,15.0,8.0,4.0,,,170.0,3.0,1616.0,828.0
cole-moore,Cole Moore,P,,,,11.0,11.0,,1.0,1.0,1.0,,,11.0,,85.0,134.0
colin-beauregard,Colin Beauregard,P,4.0,5.0,,27.0,25.0,,,1.0,3.0,,,28.0,2.0,247.0,186.0
colin-berry,Colin Berry,P,16.0,3.0,,129.0,106.0,3.0,15.0,5.0,6.0,,,119.0,14.0,1441.0,802.0
colin-fremeau,Colin Fremeau,P,2.0,1.0,,20.0,18.0,,1.0,1.0,,,,26.0,7.0,116.0,98.0
colin-mclaughlin,Colin McLaughlin,P,,,,7.0,5.0,,2.0,1.0,,,,5.0,,113.0,4.0
colin-ringwood,Colin Ringwood,P,1.0,2.0,,24.0,23.0,1.0,3.0,1.0,,,,23.0,,135.0,118.0
colin-smith,Colin Smith,P,1.0,3.0,,22.0,16.0,,3.0,1.0,,6.0,,21.0,5.0,135.0,56.0
colin-sunde,Colin Sunde,P,13.0,2.0,,141.0,178.0,1.0,1.0,11.0,8.0,,,186.0,6.0,65.0,1471.0
collin-gall,Collin Gall,P,2.0,1.0,,42.0,62.0,2.0,4.0,4.0,2.0,,,65.0,2.0,210.0,491.0
conner-henderson,Conner Henderson,P,8.0,3.0,,81.0,75.0,2.0,11.0,10.0,3.0,,,80.0,4.0,753.0,388.0
conner-stillwell,Conner Stillwell,P,8.0,4.0,,129.0,107.0,2.0,10.0,13.0,1.0,,,119.0,9.0,1384.0,732.0
connor-bryant,Connor Bryant,P,1.0,2.0,,53.0,50.0,2.0,4.0,4.0,,,,63.0,13.0,141.0,306.0
connor-deluna,Connor DeLuna,P,7.0,7.0,,56.0,28.0,3.0,23.0,3.0,1.0,,,34.0,4.0,1151.0,174.0
connor-newell,Connor Newell,P,3.0,,,61.0,78.0,3.0,1.0,8.0,,,,81.0,3.0,78.0,424.0
connor-olson,Connor Olson,P,7.0,3.0,,120.0,132.0,2.0,8.0,4.0,3.0,22.0,,136.0,4.0,595.0,585.0
connor-russell,Connor Russell,P,7.0,4.0,,48.0,38.0,,6.0,2.0,4.0,36.0,,44.0,6.0,537.0,391.0
connor-tipping,Connor Tipping,P,,,,7.0,7.0,,,,,,,7.0,,0.0,40.0
connor-ughetta,Connor Ughetta,P,17.0,4.0,,184.0,219.0,3.0,5.0,9.0,3.0,50.0,,235.0,17.0,280.0,1600.0
conor-bauman,Conor Bauman,P,7.0,4.0,,58.0,72.0,2.0,6.0,4.0,1.0,61.0,,82.0,7.0,61.0,424.0
conor-tabor,Conor Tabor,P,5.0,2.0,,55.0,50.0,,4.0,6.0,4.0,1.0,,56.0,6.0,41.0,497.0
cooper-williams,Cooper Williams,P,,,,15.0,13.0,,2.0,2.0,,,,13.0,,141.0,52.0
corbin-atack,Corbin Atack,P,,,,1.0,2.0,,,,,,,2.0,,5.0,-2.0
curtis-campbell,Curtis Campbell,P,1.0,2.0,,6.0,6.0,1.0,2.0,1.0,,5.0,,6.0,,63.0,45.0
cy-toriello,Cy Toriello,P,1.0,,,10.0,10.0,,,1.0,,,,10.0,,111.0,49.0
dan-baumgartner,Dan Baumgartner,P,,1.0,,2.0,1.0,,1.0,,,,,1.0,,12.0,1.0
dane-bossert,Dane Bossert,P,2.0,5.0,,36.0,26.0,4.0,6.0,5.0,,,,31.0,4.0,508.0,-30.0
dane-warner,Dane Warner,P,,,,8.0,6.0,,,,,,,8.0,2.0,64.0,-1.0
daniel-brunker,Daniel Brunker,P,8.0,2.0,,76.0,75.0,,7.0,8.0,4.0,5.0,,80.0,4.0,527.0,672.0
daniel-emmons,Daniel Emmons,P,3.0,4.0,,14.0,8.0,,1.0,,,28.0,,13.0,5.0,286.0,23.0
daniel-garlock,Daniel Garlock,P,11.0,4.0,,149.0,162.0,,5.0,14.0,5.0,32.0,1.0,173.0,10.0,665.0,1313.0
daniel-robinson,Daniel Robinson,P,3.0,3.0,,110.0,93.0,1.0,13.0,7.0,1.0,,,97.0,5.0,1300.0,459.0
daniel-welkener,Daniel Welkener,P,,1.0,,17.0,13.0,,,1.0,,,,17.0,3.0,148.0,103.0
daniel-winter,Daniel Winter,P,0.0,,,9.0,6.0,3.0,2.0,,,,,7.0,1.0,97.0,20.0
daniel-wong,Daniel Wong,P,,2.0,,31.0,35.0,1.0,,5.0,,,,39.0,3.0,132.0,199.0
daniel-zhu,Daniel Zhu,P,1.0,,,12.0,15.0,,1.0,1.0,,,,15.0,,5.0,137.0
danny-landesman,Danny Landesman,P,2.0,,,30.0,28.0,,2.0,4.0,,,,28.0,,172.0,265.0
darren-phillips,Darren Phillips,P,2.0,2.0,,39.0,35.0,2.0,3.0,5.0,3.0,2.0,,41.0,6.0,414.0,250.0
david-bloodgood,David Bloodgood,P,6.0,3.0,,100.0,126.0,,2.0,12.0,2.0,23.0,,136.0,9.0,98.0,846.0
david-cranston,David Cranston,P,5.0,5.0,,73.0,78.0,,2.0,5.0,,,,81.0,3.0,203.0,318.0
david-innis,David Innis,P,1.0,1.0,,46.0,59.0,,0.0,2.0,1.0,4.0,1.0,71.0,9.0,150.0,352.0
david-nester,David Nester,P,3.0,,,33.0,24.0,1.0,6.0,3.0,,,,27.0,3.0,310.0,124.0
david-slade,David Slade,P,,,,2.0,2.0,,,,,,,2.0,,-17.0,7.0
dax-miller,Dax Miller,P,2.0,4.0,,45.0,49.0,1.0,3.0,3.0,2.0,2.0,,57.0,6.0,190.0,401.0
dean-ramsey,Dean Ramsey,P,12.0,12.0,,46.0,30.0,,17.0,6.0,,83.0,,32.0,2.0,1157.0,233.0
declan-kervick,Declan Kervick,P,,,,1.0,1.0,1.0,,,,,,1.0,,11.0,10.0
derek-mourad,Derek Mourad,P,2.0,,,52.0,61.0,,1.0,4.0,1.0,1.0,,63.0,2.0,208.0,395.0
desmond-staples,Desmond Staples,P,2.0,1.0,,29.0,36.0,,1.0,,1.0,1.0,,40.0,4.0,166.0,276.0
devin-cox,Devin Cox,P,1.0,,,5.0,2.0,,2.0,,,,,3.0,,31.0,26.0
devon-terry,Devon Terry,P,4.0,6.0,,43.0,38.0,1.0,10.0,2.0,4.0,,,39.0,1.0,580.0,337.0
dex-dremann,Dex Dremann,P,10.0,6.0,,74.0,85.0,3.0,2.0,6.0,4.0,71.0,,91.0,7.0,242.0,677.0
dexter-clyburn,Dexter Clyburn,P,15.0,4.0,,157.0,146.0,7.0,13.0,15.0,9.0,,,162.0,13.0,1608.0,1156.0
didzis-malderis,Didzis Malderis,P,5.0,4.0,,46.0,43.0,1.0,8.0,3.0,,8.0,,46.0,3.0,343.0,315.0
dmitry-suvorov,Dmitry Suvorov,P,11.0,1.0,,112.0,108.0,1.0,5.0,8.0,2.0,,,110.0,2.0,897.0,256.0
dominic-jacobs,Dominic Jacobs,P,4.0,9.0,,43.0,31.0,3.0,13.0,3.0,,1.0,,33.0,3.0,533.0,218.0
duncan-fitzgerald,Duncan Fitzgerald,P,25.0,5.0,,229.0,325.0,1.0,15.0,21.0,9.0,,1.0,352.0,23.0,762.0,2321.0
