game_id,date,season,week,league,away,home,extra_point,field_goal_yards,missed,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,score_pts,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
FOOTBALL_CFL_2016_8_20_EDM@TOR,2016-08-20,2016,1,CFL,EDM,TOR,,,,,,,,,16.0,4.0,4.0,45.0,16.0,5.0,4.0
FOOTBALL_CFL_2016_8_26_SSK@EDM,2016-08-26,2016,1,CFL,SSK,EDM,,,,,,,,,12.0,3.0,3.0,36.0,12.0,3.0,3.0
FOOTBALL_CFL_2016_8_6_EDM@OTT,2016-08-06,2016,1,CFL,EDM,OTT,,,,,,,,,9.0,4.0,3.0,52.0,9.0,,
FOOTBALL_CFL_2016_9_10_CGY@EDM,2016-09-10,2016,1,CFL,CGY,EDM,,,,,,,,,8.0,3.0,2.0,16.0,8.0,2.0,2.0
FOOTBALL_CFL_2016_9_18_EDM@SSK,2016-09-18,2016,1,CFL,EDM,SSK,,,,,,,,,16.0,5.0,5.0,41.0,16.0,1.0,1.0
FOOTBALL_CFL_2016_9_23_BC@EDM,2016-09-23,2016,1,CFL,BC,EDM,,,,,,,,,9.0,2.0,2.0,32.0,9.0,3.0,3.0
FOOTBALL_CFL_2016_9_30_EDM@WPG,2016-09-30,2016,1,CFL,EDM,WPG,,,,,,,,,12.0,3.0,3.0,29.0,12.0,3.0,3.0
FOOTBALL_CFL_2016_9_5_EDM@CGY,2016-09-05,2016,1,CFL,EDM,CGY,,,,,,,,,3.0,,,,3.0,3.0,3.0
FOOTBALL_CFL_2017_11_12_EDM@WPG,2017-11-12,2017,1,CFL,EDM,WPG,,,,,,,,,8.0,1.0,1.0,28.0,8.0,5.0,5.0
FOOTBALL_CFL_2017_11_19_EDM@CGY,2017-11-19,2017,1,CFL,EDM,CGY,,,,,,,,,10.0,4.0,2.0,34.0,9.0,3.0,3.0
FOOTBALL_CFL_2017_11_4_EDM@SSK,2017-11-04,2017,1,CFL,EDM,SSK,,,,,,,,,9.0,2.0,2.0,30.0,9.0,3.0,3.0
FOOTBALL_CFL_2017_6_24_EDM@BC,2017-06-24,2017,1,CFL,EDM,BC,,,,60.0,5.0,5.0,89.0,288.0,12.0,3.0,3.0,20.0,12.0,3.0,3.0
FOOTBALL_CFL_2017_6_30_MTL@EDM,2017-06-30,2017,1,CFL,MTL,EDM,,,,68.0,4.0,4.0,92.0,250.0,9.0,3.0,3.0,55.0,9.0,1.0,
FOOTBALL_CFL_2017_7_14_OTT@EDM,2017-07-14,2017,1,CFL,OTT,EDM,,,,60.0,3.0,3.0,44.0,170.0,11.0,4.0,3.0,36.0,11.0,2.0,2.0
FOOTBALL_CFL_2017_7_20_EDM@HAM,2017-07-20,2017,1,CFL,EDM,HAM,,,,65.0,6.0,6.0,110.0,364.0,5.0,1.0,1.0,40.0,5.0,3.0,2.0
FOOTBALL_CFL_2017_7_28_BC@EDM,2017-07-28,2017,1,CFL,BC,EDM,,,,60.0,5.0,5.0,126.0,295.0,11.0,3.0,3.0,44.0,11.0,2.0,2.0
FOOTBALL_CFL_2018_10_13_OTT@EDM,2018-10-13,2018,1,CFL,OTT,EDM,,,,,,,,,10.0,2.0,2.0,40.0,10.0,4.0,4.0
FOOTBALL_CFL_2018_10_19_EDM@BC,2018-10-19,2018,1,CFL,EDM,BC,,,,,,,,,12.0,3.0,3.0,47.0,12.0,3.0,3.0
FOOTBALL_CFL_2018_10_8_EDM@SSK,2018-10-08,2018,1,CFL,EDM,SSK,,,,,,,,,12.0,4.0,4.0,45.0,12.0,,
FOOTBALL_CFL_2018_11_3_WPG@EDM,2018-11-03,2018,1,CFL,WPG,EDM,,,,,,,,,15.0,4.0,4.0,47.0,15.0,3.0,3.0
FOOTBALL_CFL_2018_6_14_EDM@WPG,2018-06-14,2018,1,CFL,EDM,WPG,,,,,,,,,11.0,4.0,3.0,52.0,11.0,2.0,2.0
FOOTBALL_CFL_2018_6_22_HAM@EDM,2018-06-22,2018,1,CFL,HAM,EDM,,,,,,,,,2.0,,,,2.0,2.0,2.0
FOOTBALL_CFL_2018_6_29_BC@EDM,2018-06-29,2018,1,CFL,BC,EDM,,,,,,,,,5.0,1.0,1.0,24.0,5.0,3.0,2.0
FOOTBALL_CFL_2018_7_13_TOR@EDM,2018-07-13,2018,1,CFL,TOR,EDM,,,,,,,,,2.0,,,,2.0,2.0,2.0
FOOTBALL_CFL_2018_7_26_EDM@MTL,2018-07-26,2018,1,CFL,EDM,MTL,,,,,,,,,14.0,3.0,3.0,45.0,14.0,5.0,5.0
FOOTBALL_CFL_2018_7_7_EDM@TOR,2018-07-07,2018,1,CFL,EDM,TOR,,,,,,,,,11.0,3.0,3.0,41.0,10.0,1.0,1.0
FOOTBALL_CFL_2018_8_18_MTL@EDM,2018-08-18,2018,1,CFL,MTL,EDM,,,,,,,,,16.0,4.0,4.0,49.0,16.0,4.0,4.0
FOOTBALL_CFL_2018_8_23_EDM@HAM,2018-08-23,2018,1,CFL,EDM,HAM,,,,,,,,,6.0,1.0,1.0,52.0,6.0,3.0,3.0
FOOTBALL_CFL_2018_8_2_SSK@EDM,2018-08-02,2018,1,CFL,SSK,EDM,,,,,,,,,8.0,2.0,2.0,49.0,8.0,2.0,2.0
FOOTBALL_CFL_2018_8_9_EDM@BC,2018-08-09,2018,1,CFL,EDM,BC,,,,,,,,,5.0,1.0,1.0,40.0,5.0,3.0,2.0
FOOTBALL_CFL_2018_9_22_EDM@OTT,2018-09-22,2018,1,CFL,EDM,OTT,,,,,,,,,1.0,,,,1.0,1.0,1.0
FOOTBALL_CFL_2018_9_29_WPG@EDM,2018-09-29,2018,1,CFL,WPG,EDM,,,,,,,,,3.0,1.0,1.0,26.0,3.0,,
FOOTBALL_CFL_2018_9_3_EDM@CGY,2018-09-03,2018,1,CFL,EDM,CGY,,,,,,,,,8.0,2.0,2.0,43.0,8.0,2.0,2.0
FOOTBALL_CFL_2018_9_8_CGY@EDM,2018-09-08,2018,1,CFL,CGY,EDM,,,,,,,,,12.0,2.0,2.0,52.0,12.0,6.0,6.0
FOOTBALL_CFL_2019_10_12_BC@EDM,2019-10-12,2019,1,CFL,BC,EDM,,,,,,,,,13.0,4.0,4.0,49.0,13.0,1.0,1.0
FOOTBALL_CFL_2019_10_26_SSK@EDM,2019-10-26,2019,1,CFL,SSK,EDM,,,,,,,,,6.0,1.0,1.0,23.0,6.0,3.0,3.0
FOOTBALL_CFL_2019_10_4_EDM@HAM,2019-10-04,2019,1,CFL,EDM,HAM,,,,,,,,,6.0,2.0,2.0,31.0,6.0,,
FOOTBALL_CFL_2019_11_10_EDM@MTL,2019-11-10,2019,1,CFL,EDM,MTL,,,,,,,,,18.0,5.0,5.0,43.0,18.0,3.0,3.0
FOOTBALL_CFL_2019_11_17_EDM@HAM,2019-11-17,2019,1,CFL,EDM,HAM,,,,,,,,,10.0,3.0,3.0,49.0,10.0,1.0,1.0
FOOTBALL_CFL_2019_11_2_EDM@SSK,2019-11-02,2019,1,CFL,EDM,SSK,,,,,,,,,1.0,,,,1.0,1.0,1.0
FOOTBALL_CFL_2019_6_14_MTL@EDM,2019-06-14,2019,1,CFL,MTL,EDM,,,,,,,,,4.0,,,,4.0,4.0,4.0
FOOTBALL_CFL_2019_6_21_BC@EDM,2019-06-21,2019,1,CFL,BC,EDM,,,,,,,,,13.0,3.0,3.0,46.0,13.0,4.0,4.0
FOOTBALL_CFL_2019_6_27_EDM@WPG,2019-06-27,2019,1,CFL,EDM,WPG,,,,,,,,,21.0,7.0,7.0,45.0,21.0,,
FOOTBALL_CFL_2019_7_11_EDM@BC,2019-07-11,2019,1,CFL,EDM,BC,,,,,,,,,15.0,4.0,4.0,47.0,15.0,3.0,3.0
FOOTBALL_CFL_2019_7_20_EDM@MTL,2019-07-20,2019,1,CFL,EDM,MTL,,,,,,,,,10.0,3.0,3.0,48.0,9.0,,
FOOTBALL_CFL_2019_7_25_TOR@EDM,2019-07-25,2019,1,CFL,TOR,EDM,,,,,,,,,14.0,4.0,4.0,47.0,14.0,2.0,2.0
FOOTBALL_CFL_2019_8_16_EDM@TOR,2019-08-16,2019,1,CFL,EDM,TOR,,,,65.0,6.0,6.0,138.0,368.0,11.0,2.0,2.0,15.0,11.0,5.0,5.0
FOOTBALL_CFL_2019_8_23_WPG@EDM,2019-08-23,2019,1,CFL,WPG,EDM,,,,65.0,5.0,5.0,79.0,260.0,22.0,7.0,7.0,48.0,22.0,1.0,1.0
FOOTBALL_CFL_2019_8_3_EDM@CGY,2019-08-03,2019,1,CFL,EDM,CGY,,,,,,,,,4.0,1.0,1.0,31.0,4.0,2.0,1.0
FOOTBALL_CFL_2019_8_9_OTT@EDM,2019-08-09,2019,1,CFL,OTT,EDM,,,,62.0,3.0,3.0,87.0,181.0,4.0,1.0,1.0,44.0,4.0,1.0,1.0
FOOTBALL_CFL_2019_9_20_HAM@EDM,2019-09-20,2019,1,CFL,HAM,EDM,,,,67.0,5.0,5.0,105.0,302.0,9.0,2.0,2.0,48.0,9.0,3.0,3.0
FOOTBALL_CFL_2019_9_28_EDM@OTT,2019-09-28,2019,1,CFL,EDM,OTT,,,,,,,,,8.0,2.0,2.0,50.0,8.0,2.0,2.0
FOOTBALL_CFL_2019_9_2_EDM@CGY,2019-09-02,2019,1,CFL,EDM,CGY,,,,67.0,2.0,2.0,42.0,132.0,9.0,3.0,3.0,44.0,9.0,,
FOOTBALL_CFL_2019_9_7_CGY@EDM,2019-09-07,2019,1,CFL,CGY,EDM,,,,80.0,3.0,2.0,9.0,160.0,5.0,1.0,1.0,10.0,5.0,2.0,2.0
SYNTHETIC_CFL_2022_W1_BC,,2022,1,CFL,,,,13.0,0.0,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W4_BC,,2022,4,CFL,,,,47.0,0.0,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W7_BC,2022-07-21,2022,7,CFL,HAM,BC,,37.0,0.0,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W8_BC,2022-07-29,2022,8,CFL,BC,SSK,,55.0,2.0,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W9_BC,2022-08-06,2022,9,CFL,EDM,BC,,47.0,0.0,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W10_BC,2022-08-13,2022,10,CFL,BC,CGY,,105.0,0.0,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W14_BC,2022-09-09,2022,14,CFL,BC,MTL,,36.0,0.0,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W15_BC,2022-09-17,2022,15,CFL,BC,CGY,,82.0,0.0,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W16_BC,2022-09-24,2022,16,CFL,CGY,BC,,34.0,0.0,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W17_BC,2022-09-30,2022,17,CFL,OTT,BC,,54.0,0.0,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W18_BC,2022-10-08,2022,18,CFL,BC,TOR,,47.0,1.0,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W19_BC,2022-10-15,2022,19,CFL,WPG,BC,,108.0,0.0,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W20_BC,2022-10-21,2022,20,CFL,BC,EDM,,108.0,0.0,,,,,,,,,,,,
SYNTHETIC_CFL_2022_W21_BC,2022-10-28,2022,21,CFL,BC,WPG,,100.0,0.0,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W1_BC,2023-06-08,2023,1,CFL,BC,CGY,2.0,44.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W2_BC,2023-06-17,2023,2,CFL,EDM,BC,1.0,203.0,1.0,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W3_BC,2023-06-22,2023,3,CFL,BC,WPG,3.0,95.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W4_BC,2023-07-03,2023,4,CFL,BC,TOR,3.0,46.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W5_BC,2023-07-09,2023,5,CFL,MTL,BC,4.0,58.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W7_BC,2023-07-22,2023,7,CFL,SSK,BC,1.0,147.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W8_BC,2023-07-29,2023,8,CFL,BC,EDM,3.0,108.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W9_BC,2023-08-03,2023,9,CFL,BC,WPG,,63.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W10_BC,2023-08-12,2023,10,CFL,CGY,BC,4.0,117.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W11_BC,2023-08-20,2023,11,CFL,BC,SSK,2.0,86.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W12_BC,2023-08-26,2023,12,CFL,HAM,BC,1.0,64.0,1.0,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W13_BC,2023-09-02,2023,13,CFL,BC,MTL,4.0,72.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W15_BC,2023-09-16,2023,15,CFL,OTT,BC,6.0,76.0,1.0,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W16_BC,2023-09-22,2023,16,CFL,BC,EDM,4.0,69.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W17_BC,2023-09-29,2023,17,CFL,SSK,BC,3.0,138.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W18_BC,2023-10-06,2023,18,CFL,WPG,BC,2.0,155.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W19_BC,2023-10-13,2023,19,CFL,BC,HAM,3.0,172.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2023_W20_BC,2023-10-20,2023,20,CFL,CGY,BC,1.0,40.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W1_BC,2024-06-09,2024,1,CFL,BC,TOR,2.0,87.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W2_BC,2024-05-25,2024,2,CFL,BC,CGY,1.0,77.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W3_BC,2024-06-21,2024,3,CFL,BC,WPG,2.0,99.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W4_BC,2024-06-27,2024,4,CFL,EDM,BC,1.0,95.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W5_BC,2024-07-07,2024,5,CFL,BC,HAM,5.0,102.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W6_BC,2024-07-13,2024,6,CFL,SSK,BC,2.0,225.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W7_BC,2024-07-21,2024,7,CFL,BC,CGY,2.0,93.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W10_BC,2024-08-11,2024,10,CFL,BC,EDM,1.0,104.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W11_BC,2024-08-18,2024,11,CFL,WPG,BC,,23.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W12_BC,2024-08-24,2024,12,CFL,BC,OTT,2.0,89.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W13_BC,2024-08-31,2024,13,CFL,OTT,BC,5.0,12.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W14_BC,2024-09-06,2024,14,CFL,BC,MTL,4.0,59.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W15_BC,2024-09-13,2024,15,CFL,TOR,BC,1.0,47.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W17_BC,2024-09-27,2024,17,CFL,HAM,BC,2.0,156.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W18_BC,2024-10-04,2024,18,CFL,CGY,BC,2.0,161.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W19_BC,2024-10-12,2024,19,CFL,BC,SSK,1.0,,,,,,,,,,,,,,
SYNTHETIC_CFL_2024_W20_BC,2024-10-19,2024,20,CFL,MTL,BC,3.0,51.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W1_BC,2025-06-07,2025,1,CFL,EDM,BC,4.0,22.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W2_BC,2025-06-12,2025,2,CFL,BC,WPG,2.0,58.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W3_BC,2025-06-21,2025,3,CFL,WPG,BC,,65.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W4_BC,2025-06-28,2025,4,CFL,BC,SSK,1.0,13.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W5_BC,2025-07-05,2025,5,CFL,BC,MTL,,105.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W6_BC,2025-07-13,2025,6,CFL,BC,EDM,3.0,100.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W7_BC,2025-07-19,2025,7,CFL,SSK,BC,1.0,47.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W8_BC,2025-07-27,2025,8,CFL,HAM,BC,3.0,113.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W10_BC,2025-08-07,2025,10,CFL,BC,HAM,3.0,135.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W11_BC,2025-08-16,2025,11,CFL,MTL,BC,3.0,99.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W12_BC,2025-08-23,2025,12,CFL,BC,TOR,3.0,25.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W14_BC,2025-09-05,2025,14,CFL,BC,OTT,3.0,126.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W15_BC,2025-09-12,2025,15,CFL,OTT,BC,5.0,13.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W16_BC,2025-09-19,2025,16,CFL,BC,CGY,5.0,36.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W17_BC,2025-09-26,2025,17,CFL,TOR,BC,3.0,77.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W18_BC,2025-10-04,2025,18,CFL,CGY,BC,5.0,47.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W20_BC,2025-10-17,2025,20,CFL,EDM,BC,3.0,71.0,,,,,,,,,,,,,
SYNTHETIC_CFL_2025_W21_BC,2025-10-25,2025,21,CFL,BC,SSK,,63.0,,,,,,,,,,,,,
